Content,Answer
 @小豬  其實吧，這就是典型老鼠會會員，不管別人怎麼說，始終不願意認清或者不願意承認自己被騙。,0
 @七夜  贊同這觀點，我覺得哪怕夠噁入獄，那些信徒都會覺得他是被陷害入獄的,0
 @尋光的黑暗旅人  你說這個我突然有個畫面，當初阿扁舉起被銬住的雙手大喊政治迫害。,0
 @小豬  滿久以前我有加過勾惡最便宜的會員一個月，那些影片真的是有夠廢的🤣🤣🤣,0
 @麵包  🤣,0
我老老實實看完了，烏鴉真的是很好心的公布各種大家發現不了的社會手段 加油~,0
溝餓 DISS蒼藍哥 那集過後 我就發覺它很多影片牛頭不對馬嘴 開頭說的有理 中間穿插一堆模糊資訊 最後完全不清楚她影片 到底要說啥 話說他DISS蒼藍哥 那影片怎不見了???,0
烏鴉實在太強了👍🏻 你的影片都會追～～,0
就因為不然你叫鸚鵡好了這一句，我抖250港幣給你烏鴉哥，讚讚👍,1
抓到！偷換封面🤣,0
"是""誹""謗",0
等等鸚鵡又要說你偷改標題🤣🤣🤣,1
勾起你心中的烏鴉，兩位可以合併頻道改名成這個了，一樣的調調哈哈哈,0
看到發燒2就覺得舒服,0
封面是不是 有換過啊?? 等等又被 鸚鵡說 你改封面,1
圖換成手握大金鋼杵🤣。,0
真是太精采了,0
看得好爽喔 雖然最近FTT讓我虧爛 還是要抖一波 還敢模仿彩虹鳥阿 鸚鵡,1
為什麼溝惡只有在跟烏鴉講話會委瑞症?????,0
剪輯斷點呀~不要問我為什麼知道……我夢到的，沒有根據,0
妥瑞症啦…委瑞是哪位😂,0
那到底勾先生有回應特哥了嗎😂😂,0
惡魔表示:應叫蟑螂剪輯~,0
來看留言 檢驗一下各位 智商程度,0
烏鴉哥完勝,0
倒讚檢舉👍,0
支持烏鴉哥！讚！,0
回的這麼犀利，這個就是看到破綻後忍不住想去攻擊的烏鴉！ 反之~烏鴉一直死都不正面回應的，就是他的死穴。 狂開新戰場的結果就是，總有一個會是自己的主場，缺點就是一定會有破綻。,0
歪樓一下，41：07 笑到並軌,0
合作關係,0
加起來等於，藝青會黑到家，不難了解吧。,0
想問烏鴉 我如果去留言「鸚鵡你好」我帳號會不會被某人水軍搞掉….擔心😅,1
看到留言區，我就放心了，日久見人心啊，烏鴉影片不管多長都會看完，讚👍 『真相只有一個』 『正義也許會遲到，但一定會到』 烏鴉加油💪,0
是什麼原因讓99%的人們總是覺得一個人無法改變這個世界叫正常? 又是什麼原因讓所有人們因為這樣的想法 就以偏概全的對待每一個所遇見的人 [讓自己篤定的說著 因為我一個人無法改變這個世界 所以我也不相信別人一個人可以改變這世界] [人們面對著不公不義之事總是說著反正我一個人無法改變這個世界 所以我只能隨波逐流 默默承受 低頭不語] 這句話不止欺騙了自己還只是為了因為想安慰自己選擇了跟他人一樣的方式而不曾感到內疚 從來就是人們自己選擇了向陰暗面低頭 選擇了帶著自私的惡意與偏見去看這世界 卻還總是要求他人也與自己用相同的方式去看待這世界 無論是外星人 人類 亦或是神佛上帝 免費送給所有生命上面這句話一個毫無矛盾的答案 但請別分享到其他地方 因為各位不是我 #我們現在的世界不就是當初存在的第一個人感染了另一個人透過一個又一個自身行為感染他人的方式而來的嗎? [ 這句毫無矛盾的答案與事實 請問為何所謂的聖賢古人 權威專家 諾貝爾和平獎 共濟會 西藏 梵諦岡的從未想到?] 人不是生來就自私矛盾的嗎? 怎麼可能會有人可以說出毫無矛盾的話? 還只是那麼簡單的一句.... 如果當你連看到上面這句毫無矛盾的答案 就有令看到這句話的各位 產生了大腦空白或發麻的感受 在這我只能說 那代表你活在被無法察覺的無意識操控之下太久 這也是我為何告訴各位不要分享我說的話 [ 因為你不是我 ] 也別因為比較心態下的情緒操控 未經思考的說出就想說著什麼 [你早知道] 麻煩先把手機錄影打開 歡迎你走出全世界向每一個遇見的人 或到各個宮廟或教堂 問一下 有誰能只用一句毫無矛盾的同樣答案 99%的人只會認同群體意識下被操控的想法 那就是 [當面對著政府機關與權力威迫下的不公不義時總是對自己說反正我一個人也無法改變這個世界 所以我只好隨波逐流 低頭不發一語] #連神佛上帝活著都無法證明自己有自由心智的同時 [ 為何人類總以為自己有所謂的自由心智? ] [當所有人將無所作為的心態化為我就是一個好人時 ] 為何不曾有所謂的權威專家獲諾貝爾和平獎告知過人們 這樣的心態極其恐怖 什麼都沒做就是好人 那2~30年之後 的孩子門所看到的會是什麼世界 難道這個答案 很難想到嗎? 活著不曾修行 更不曾冥想 不曾交友 眼前看到的世界就只是一個規則 共濟會 梵諦岡 西藏 絕口不提的存在 MorningstarKaLis,0
看了一遍又一遍 辛苦了💪💪💪,0
期待下一部片，推~~~~~~~~~~~~~~,0
一面倒,0
這部看了有夠爽，每天看,0
大推！勾噁給我下去= =,1
丁特那邊很明顯是烏鴉的問題，錄音和內容要先講好，被偷錄音誰都會不爽吧，影片不發好歹也講一下 這個就像烏鴉自己說的，換作是自己也會不爽，講了一堆，卻啥都沒做,0
丁特直播都直接打給烏鴉了，有興趣去看看吧,0
 @Mark  哪一部，分享一下,0
丁特不爽烏鴉 還會提供武器 讓烏鴉嘴勾惡 丁特不爽烏鴉 但版權砲打向勾惡 丁特不爽烏鴉 然後勾惡跑去道歉 怎麼會這樣呢？,0
 @皓晨  烏鴉發這部片的日期，去對應丁特直播的日期,0
 @Mark  找不到 丁特的twitch好像没有公开直播历史，或者需要订阅才看到,0
 @老杨  11/11特哥直播戰旗紀錄 大概在接近3小時左右開始,0
注意看這個男人太狠了 又偷改封面,0
呃...草稿做的真好，厲害,0
雖然烏鴉有時候講話會誇大，跟有講錯話的狀況，但整體而言我比較相信烏鴉，我覺得烏鴉的心應該是好的，誰不喜歡錢，我不會怪你喜歡錢，而且我覺得背骨仔比較可恥,0
這臉打的比我在十年前打在我臉上的巴掌還大聲,0
44分22秒，順便偷臭某候選人？,0
所以你們主要是在吵什麼,0
狗餓說烏鴉的老二小，烏鴉不服，我的是彩虹鳥，怎麼可能小。,1
低能想耍白就是用如此低能的做法，說真的，好可憐喔,1
太牽強了吧烏鴉溝~~~~~~~~~~~~,0
還沒結束啊 標案還沒出來解釋耶 就想跑？,0
解釋過了呀，勾惡不等於陳昱偉啊，這說法勾粉也能接受我也是醉了。,0
今天又把這部片再看了一次，看了就是爽啊，話說勾惡是不是聲音越來越沙啞了? 畢竟他只會拍影片用剪輯的，不知道重拍了幾次才上一次片，他喉嚨還撐得住嗎?,0
你484在幫勾惡刷流量阿 看你嘴勾惡我就想到他頻道看一下 這樣484等於是在幫勾惡家流量阿,0
倒讚 加 檢舉 送鸚鵡 😂幫鸚鵡降觸及率,1
你到底是幫丁特還是害丁特？這影片怎麼看都覺得是在幫橘子說話,0
"還在丁特? 丁特都說烏鴨講得很好, 你要不要去看一下丁特直播存檔 而且烏鴉跟丁特已經通過電話講開了 應該沒丁特的事了吧",0
你的理解真有趣😂,0
影片看到後面 烏鴉有嘴柳丁欸～你這風向帶的不及格哦～鸚鵡下去囉,1
要帶風向 影片內容也看一下嘛 無腦成這樣,1
唉…你這樣都不做功課怎麼領的到錢啦。,0
 @七夜  哈哈,0
可以請你先看過 丁特 11/11直播：聯盟戰旗 02:25:50~02:55:25 這段 再考慮一下你說的...丁特也覺的烏鴉說的很好OK !,0
笑死，丁特跟館長一樣 人家打個電話呼嚨幾句 就相信的跟什麼一樣。,0
笑死，狗餓粉跟腦殘一樣，人家戴個面具呼嚨幾句，就把人家當神拜的跟什麼一樣。,1
怎麼一直有涉世未深的小黑鴨寶寶，腦袋還未開發的跟隨著邪教。看不懂欸。,1
鸚鵡……幹我會笑死,1
勾鸚鵡,1
完全勝利了，勾惡就像佩恩六道，在youtube界剛出來時，像壓倒性實力，摧毀惡棍一切，還好鳴人回來了,0
原來如此，烏鴉得罪了林董，所以才會有這麼多的事情出來⋯ 林董以前很低調的，被網紅們宣傳的變得好紅，好奇怪的轉變⋯⋯,0
哪段有提到烏鴉得罪林董？ 我怎麼沒看到這段？,0
 @Mark  45:18秒 烏鴉自己說的,0
 @阿儒  「搞你的金主」了解,0
很低調還會想在pg talk直播？低調你妹，紅不起來而已,0
26:50 錄音不先說，這到底是想要做什麼???,0
你在轉移話題，時間線不對，當初錄音又不先說明，這不是一個很周延的做法...,0
 @謝枝旺  在丁特直播有直接打給烏鴉，也有說明當初錄音的目的，有興趣去看吧,0
我是特粉 也是烏鴉粉 ，11號直播 特哥有打給烏鴉而且誤會也排除了～ 鸚鵡粉 不要在拖特哥進戰場很難嗎？？,0
 @Xin Chang  說實話，我很少看直播，確實不知道丁特是誰。 你是誰的粉我無所謂，但請不要隨意貼人標籤，是真的有疑問。 你可能覺得這對你很重要，所以有很強的帶入感，但對我來說就是場相互攻防的爭吵。,0
如果有人故意要搞你，買水軍灌你的yt那不就GG了?,0
我真的好期待會有手拉手直接上館長直播。 正面直球證據對決的那天哦。。,0
殺人誅心啊😂,0
烏鴉我們都很支持你 加油 一定要贏。,0
越來越覺得戴面具的很噁心⋯ 也因為這場戰爭從退訂他變成了訂閱烏鴉 還記得他常說：欸各位 我先說清楚我是生意人不是兄弟人啊 結果常常在影片說什麼自己的年輕人阿弟仔 還跟一堆有在混的喝酒拍影片拍的好像自己人脈很廣⋯難怪以前人家常說中二真的不為過,0
原本要被勾惡給騙了 但看到烏鴉拿影片出來真的倒戈 還好有剔頭髮，時間完全可以驗證， 對面說頭髮是合成的，拍假片,0
勾惡不是一直強調指控方要負責舉證嗎？那就請他們提出拍合成假片的證據囉~,0
加油加油,0
兩邊我都有看，烏鴉雖然痞痞的樣子但我更不喜歡戴著面具以為自己高人一等的姿態。,0
加油！社會因你更美好,0
其實勾惡後面的金主揪出來😂事情不是就真相大白了嗎,0
烏鴉要把鸚毛要燒光了，最後勾惡真實身分是禿鷹，專門吃腐屍的！,1
真的太有梗了！ 鸚鵡！ 我噴笑！ 烏鴉加油 讚讚讚,1
看烏鴉影片真的覺得影片太短了啦～精彩,0
哇靠,0
哇靠 黃國昌 陳檡文 郭哲敏 林秉文 連千毅 陳昱偉 澎恰恰 這些人的故事 越燒越出來了,0
期待下一集了👍👍👍,0
😂真心覺得勾惡別再扯被網軍攻擊了，烏鴉不到三天的觀看數直接屌打你7天觀看數，不是很會抹不然你勾惡也做一期如何買網軍來灌自己讓自己上發燒試試,0
一直說水軍，結果烏鴉每片都上熱門😂,0
可以不要這麼噁心嗎，為何要剃頭？,0
剃頭怎麼了嗎？,0
剃頭礙到你家網速了?,0
别来搞笑好不？ 乌鸦很早就因为医恐慌症加上学佛剃头了，被洗脑洗到不会自己独立思考+找其他影片看？,0
你最不噁心，你都不剃頭?,0
 @Mark  假帳號就算了吧，連烏鴉都沒有訂閱還敢來嘴？,0
 @小豬  假帳號就算了吧，連烏鴉都沒有訂閱還敢來嘴？,0
 @jay David  😢,0
 @jay David  你腦羞成怒後 詞窮只好亂罵人假帳號 真夠可悲 少出來丟人現眼好嗎？,1
 @dole Bob  可憐哪，水軍😂😂,1
 @dole Bob  他都不剃頭的，有剃頭的話應該就他最噁心了，他水太深淹到腦😂,1
 @小豬  標準水軍留言😂😂😂,1
 @拉拉  剃頭剃到變光頭也是歐八型男😂😂😂笑死,0
 @jay David  笑死怎麼還能留言呢…,0
 @jay David  呃呃呃 我是真的有疑問啊 弱什麼弱,0
 @拉拉  愚人的問題不需要回答，笑死。,0
 @jay David  又笑死 😢請問你要笑死又復活幾次,0
 @拉拉  他最聰明最強了惡魔剪輯他就信，我們給他個讚😂我相信他的智商...😂,0
 @小豬  噗 哈哈 也對,0
從頭到尾都是相信烏鴉的 X惡卑鄙小人 你夠了吧 滾出這個世界,1
你們這部哪天可以拍成電影😂，話說重讀是不是太小咖，你直接不鳥略過,0
"重讀就跟澎恰恰一樣,連棋子都算不上.就只是用來抹黑的工具而已.",0
從上次小丑說要開超級感謝 跟說不會跟你繼續耗下去試狀況每集講一點 就知道他輸定了 真的小丑一個,0
"我只是之前沒有挑戰橘子 我竟然可以讓Google 要他們把款項給我全部突出來 我寫去FBI ftc 歐美聯盟 美國政府 ""台灣政府沒有用 消保官會跟你說他們是美商所以我們沒有辦法 我那時候火超大的 操你妹的我在自己的國家還要被外人欺負我都直接講名的 我就死都要把他們搞到退款 甚至於動用銀行的國際組織去幫我用 你們要知道Google的不合理條款 甚至於很多無理規矩在裡面 然後就可以在世界各地不遵守人家的法律 什麼叫做Google不替任何廠商背書 Play商店這麼容易上架有多少是你們自己私底下搞的 防毒軟體一個月收80塊真的會防毒嗎 真笑耶嗎！ 如果真的要搞官員就是要 更大的更快 你一定要比他們還要快 快到他們不敢去承認 他們跟橘子有關係 難道我也不知道以前到賬號問題我都看出來了 推給駭客 你們真的認為駭客會去到帳號嗎 你們覺得駭客比橘子笨嗎 就算是駭客要到帳號也要有人頭帳號 很明顯為什麼網路警察公訴罪的東西去要資料要不到 協助警察破案不是對你們都有好處 而且公訴罪你可以說不提供資料給網路警察 從哪時候我就已經知道橘子 背後的人蠻硬的 只是美國可能沒有想過會有這麼瘋的人 我在罵美國政府的時候我沒有跟他們亂過我說你們美國政府是Google講的是不是啦 整個美國36個州都在控告Google你們既然可以視而不見 你們底下的公司在別人國家定自己的法律 美國政府竟然給我視而不見 請問一下你們不是很講人權跟尊重嗎 你們不就只是說一套做一套嗎？ 後來知道Google根本不怕美國政府他怕 歐美聯盟 美國政府好像Google的小的一樣 美國36個州在控告Google告不動 太誇張了啦 結果處理Google的竟然是歐美聯盟 所以就是要看的懂時勢 我記得我之前被高公局開了18張罰單 我寫行去高公局局長信箱 我直接說你們官商勾結關我屁事啊你看我18張罰單 他們開我e-Tag未繳 後來找他們的官員來跟我說 那個官員真正被我罵的3個小時 他跟我說一次沒繳會被開罰這是常識 我說你在講什麼瘋話問他台北有幾間酒店 我覺得這也是常識啊 不要拿你你認為是常識的東西來跟我說 後來我跟他們說e-Tag沒繳 政府的錢是可以欠嗎 我車子過戶在繳不行嗎 為什麼要開罰 而且從以前到現在都是這樣啊怎麼突然間變成eTag沒繳要開罰 老實說我是真的不知道e-Tag沒繳會開罰 我們又不是每天在高速公路上面跑 然後明明eTag政府可以自己做為什麼要發包給遠傳他們 你們喜歡怎麼勾結不關我的事但是不要搞我 你搞我 我就搞你們 後來他們把我18張罰單劃掉 但是我知道他們怕我一直燒上去在燒傷去可能問題就很大了 但是老實說 我是這種人 我13歲就在社會上打滾 也被人家拿槍押過 我的點很簡單 我管你是政府 還是你媽媽有嫁給誰都不關我的事 但是你搞我 我就一定有辦法反擊 丁克不是唯一受害者我玩了22年 我也要針對橘子了 兩年前我在網路上面留過言說要針對橘子很簡單 你只要針對他的機率性 去窮追猛打 他們就是一定會死的很慘 到現在還是一樣啊 你這個問題沒有改善 那個活動每次出來 什麼道具出的太多了他們就把它鎖起來 難道我有在玩的人看不出來嗎 去看我的影片 我抓到橘子有內鬼 我是很討厭橘子但是我更希望你們內訌 我剛上傳的影片講得很清楚 他很倒楣他剛好遇到我2點整上線 會做這些動作的 只有他們內部的人才有辦法做啦 要不然 從以前到現在我還沒有聽過說 活動道具重置這種事情 通常都是他恨不得你看完就沒了 怎麼突然間會出現重置這個問題 原來大家說日防夜防家賊難防 看了你們就知道了 我跟Google的問題還沒有結束 我會用我自己的方法 台灣政府幫不了我沒關係 你跟著外商來欺負我我會記住 你看我這個人這件事情是去年9月發生了但是到現在我還在窮追猛打 我比他們把那個APP程式下架 我要看歐美聯盟 不斷的針對他們 我要讓你台灣人不在被外商欺負 在自己的地方被外商欺負 台灣政府幫 那代表他們無能 有蔡英文你在 一個女流之輩他是能成為什麼大事啊 給我看到美國總統就好像看到阿爸了 拿台灣人的錢去買廢鐵 這個時候應該是拿來幫助台灣民眾 而不是拿來給你做面子的 一直去買那些廢鐵 我不知道你有沒有說回饋但是我我猜 一定是有回饋然後已經把回饋存在某一個地方 但是 蔡英文下任 他們可能就是全美國享福了 蔡英文 身為台灣總統你既然販賣商欺負自家人 你夠資格當總統嗎 我覺得你這個總統來替我 提鞋都不夠資格 因為我就是討厭這種吃裡扒外的人 我说的就是事实",0
"幹, 這集更精彩, 我就說不要馬上看,拖幾周再來看可以看到爽XD~謝謝彩虹哥",0
🦜 哈哈哈哈哈哈,0
38:39就如烏鴉說的， 整段都是自編自導自演的通話錄音 對照以往鸚鵡的通話錄音 因為妥瑞症的關係，時不時都還有聽得到吞嚥口水，講話還會稍微結巴 38:39整個超順暢的,0
確實,0
有點想知道發燒影片推薦的定義，有時候看到韓團發新歌幾百萬人觀看，為什麼沒有在發燒順序第一個影片而是第五或六，因為我沒點過的關係嗎？演算法的推薦？我設備是用手機，目前發燒的順序是 1木曜 2烏鴉 3丁特 4鬥破蒼穹 是以最新的篩選來看ㄉ,0
發燒好像都是會先上自己國家的影片先的，像我馬來西亞也是看不到台灣發燒的，只看得到馬來西亞的發燒影片和韓國的部分歌曲而已,0
 @老杨  謝謝解答,0
感謝小丑一直出來娛樂大家☺️👍 沒想到面具底下真的是個小丑,1
有一集 好像在說巫哥被陷害毒品案 然後那個人有出來說話說要找巫哥道歉.. 有找某個踢爆的yt 請他去跟巫哥說 那個yt說..不用說 那個yt 是誰@,0
支持提告，捍衛清白,0
J特是不是很兩光阿 都老大不小了,0
支持烏鴉啦......................,0
繞了一大個圈還是沒有明白為何給連千毅拍洗白影片，勾惡是黑不代表你白吧，感覺兩個有問題的人在互操，沒有看到那一方絕對的正義，誰清清白白的直接上法庭吧，兩個都不敢,0
說明您沒看影片~連欸那段有說明了,0
 @冠硯  都繞過去，只說自己沒收連錢和沒合作生鮮直播，但拍驗包包的片完全不明意義也沒有提過，什麼流言終結者但結論是自己也不確定，疑幻似真， 誘導觀眾去買連的貨， 要是觀眾買了然後說買到假貨，烏鴉也可以推得一乾二淨說自己沒有百分百說是真貨，完美手法。 還是沒法解釋到為什麼要拍這樣誤導觀眾的影片,0
 @J J  洗白連？ 這些看了沒？ https://www.youtube.com/watch?v=XtUiNsW3TW0 https://www.youtube.com/watch?v=fBQ5yMc24a4 https://www.youtube.com/watch?v=4jCdggmEVC8 重點是你有看完嗎？ 有看到重點嗎？,0
驗包包影片明明就有說連賣得比較貴，連真的找烏鴉業配，這種內容會過？你花錢請人來幫你業配你的東西比較貴？腦子是個很好的東西,0
 @J J   @J J  事實的結果就是沒有百分之一百都是真的 他不這麼說 你是要他怎麽說？沒有百分之百都真貨 還能誘導人去買連的貨？你以為沒每個人都像你這麼沒腦啊？真可笑,1
 @王少螧  沒百分百就不要拍廢片，你看看那片當年多少人留言看了覺得連可能可以信，人人都這麼有腦就不會養肥這麼多騙子對吧。當護主犬護主心切，獎你根骨頭好不好,1
就我的印象喔！ 烏鴉他是說他買到真的包，而且有去當舖鑑定。 但他沒有保證其他是真的！,0
幹你娘 支持勾惡改名鸚鵡😂😂😂😂😂😂😂😂 真的笑死 看完影片 不要告訴我這裡還有人在挺鸚鵡吧 這裡有真正完整的影片段落 舉例 鸚鵡擦邊球都打不著到底怎麼挺,1
看到鸚鵡我笑噴🦜,1
勾2: 兩個字 大中計,0
這不是三個字嗎😂,0
烏鴉哥加油，辛苦了！,0
爽哈 勾惡有夠噁,1
最近流行 大型翻車現場嗎 惡魔剪輯好威 勾惡,0
剛看完 真的覺得 這波贏的徹底,0
烏鴉真的有拍片!!打臉勾惡就是爽! 咦?拍了片不發難道是真的懷疑丁特為人有問題?算了~支持到底就對了,0
抓到了 偷改封面，這樣不行喔烏鴉,0
周星馳有教啦，公堂之上假設一下不犯法,0
❤❤期待下隻影片，讓小人退下,0
這邊為了證明烏鴉是錯的 號召大家一起連館長以前的影片都倒讚,0
你輸了,0
狗噁的背刺在半年前就出來了，烏鴉比館長慢發現背刺狗😂,1
烏X 淫了 ，勾X 舒了😏 所以（舒家）要為這件事該好好的，給觀眾好好一個交待,1
有預感你們早晚會上叉雞頻道. 😅,0
過陣子吧 叉雞要是上影片 勾惡哪種人一定又要亂咬了,0
這題材叉雞看慣例會做，不過應該在等一下司法結果，勾唐拚鮮有提告,0
弱弱問一下，叉雞頻道是什麼😂,0
 @Xin Chang  搜尋叉雞，他的頻道不錯，日本跟香港的一些新聞，有興趣可以看一下。,0
 @現在都不能說實話了嗎?  感恩 好,0
勾惡吃相真的越來越難看了,0
巫鴨 ...只會扯一堆..根本不會正面回應對手的提問.. 根本就YT程食鐘,1
看烏鴉淦臭噁94爽😂 加油，繼續打爆這些背骨因啊,1
烏鴉是民進黨的吧？,0
不像，他去年就踢爆過市售酒精,0
水啦,0
每一次都發燒，我們2哥臉要放哪裡？,0
每次改封面都讓我以為是出新片,0
熱門38A_A,0
讚的 烏鴉最棒🎉🎉🎉 證據會說話,0
夠噁的訂閱又掉了,1
下一集 勾恶你结束了， 说这句的乌鸦超帅的啦 果然没支持错乌鸦 从你做都市传说 柜子门突然打开的老观众路过😌,0
乌鸦哥！！！ 给你一万个赞！！！！ 我是你新加坡的粉丝！！,0
曾經買過勾惡600元會員一年 真的是我人生中最大的污點加黑歷史,0
又偷改封面😂,0
笑死故意換封面,0
永遠支持烏鴉 踢爆大拉基,1
雖然你們吵架 不知道誰對qq 不過謝拉 遊戲業界真的怪怪的 == 把玩家當盤子,0
不多說，超級謝謝！,0
吼～水軍！！ 😂,0
鴨哥，或許啦，他可能又會說，那個給影片的人是你的臥底……叭啦叭啦的，這個時候你可以告那個盜影片的兩人，他們不是很喜歡告嗎？,0
那一句勾惡你結束了，真舒服～,0
烏鴉加油 你才是有中心思想的人 加油,0
監督民進黨呢？怎麼一直監督勾惡？bump被模糊了嗎？,0
被勾惡纏住,0
就說要把勾惡踢出yt 勾惡只要一天沒倒就不會停止攻擊,0
勾惡手段骯髒，上一部烏鴉才說要　監督勾惡一人　ＸＤ,0
 @Player  應該是說他要先消滅勾惡,0
覺得很爽～,0
為了讓更多人看到，我把留言這邊也回應一下。常常有人說烏鴉被告了，或是被什麼警方掃黑偵辦了，但被告了或被偵查不代表有罪，要過好幾關，提告完警方會先作第一階段的犯罪偵查，蒐集證據後交給檢察官決定，檢察官覺得證據不夠充分可以叫警察回去重新調查，依據在刑事訴訟法第228 條第2項:「前項偵查，檢察官得限期命檢察事務官、第二百三十條之司法警察官或第二百三十一條之司法警察調查犯罪情形及蒐集證據，並提出報告。必要時，得將相關卷證一併發交。」或是檢察官親自發傳票來調查，當檢察官蒐集的證據證明被告有高度犯罪嫌疑(80%)達到起訴的門檻的時候，即會依據第 251 條提起公訴，當然證據不夠充分就會依據第252條第10款下不起訴處分。然後就算檢察官起訴也不一定有罪，因為有罪判決必須要100%(台灣很假掰)證明被告有罪，台灣現在是採改良式當事人進行主義，所以舉證責任在檢察官身上(91年第4次刑庭決議參照)，所以檢察官這時候還要負舉證責任證明到被告100%犯罪，要再補其他的證據給法官，也就是所謂的補強證據，然後一審判了被告上訴還有二審，二審完了被告上訴還有三審，等到三審定讞才可以證明被告有犯罪。(這邊先排除釋憲、再審、非常上訴等非常規救濟管道)。,0
用告不告來說事真的搞笑，尤其勾惡那邊特別愛說上次連告勾惡，結果連自己被抓，那這次勾告烏鴉不就...而且勾惡不知道多少次在自己影片中嘲笑那些用提告來說嘴的人很不懂社會事，現在那些小弟一直在講誰誰誰告烏鴉代表烏鴉很慘，顯然沒在看勾的片 而且其實講最簡單的邏輯推論啦 如果烏鴉真的已經被這麼多人告，被搞到黑白兩邊都不爽要找他，都這麼慘的情況勾惡什麼都不用做自然會有人收掉他，幹嘛再補一支作假影片搞到自己自爆。不就因為那些人講的提告啊掃黑啊這些操作其實沒打到烏鴉多少痛處，所以勾惡才緊纏爛打搞到自己露出大破綻 而且再進一步陰謀論，勾惡明明可以坐等烏鴉爛，卻不惜賭上頻道的聲譽也要上那部有被揭穿作假風險的影片，是不是可能勾惡本身也只是收錢辦事的傀儡，因為背後的主導者急了，要他不擇手段去拉烏鴉下來，才有那部自爆影片？不然依勾惡常修改甚至隱藏下架對自己不利內容的作法，那部實錘打臉自已又被砲的片還繼續放著，很不像他的風格,0
太好了，謝謝你，祝你買彩券都會中獎 剛才去翻勾餓頻道，看到什麼烏鴉被列為掃黑名單，頭上滿是大寫的問號 去問谷歌，一大堆新聞都講這同一件事，想說要不是烏鴉這事很嚴重，不然就是有誰手段很好新聞買很兇，在製造一種烏鴉玩完了的感覺。 感謝你的留言，我現在不慌了🙏👍,0
 @民眾  我也是复制贴上而已,0
 @ma aj  呃 有句話叫“病急亂投醫” 你確定勾2不是病急嗎？,0
 @咖哩饭  欸？那你是複製誰的話？ 還是你要在留言內補充說明一下,0
 @民眾  找不到了，估计被删除留言咯，因为我是在勾勾粉丝频道找到的。,0
我在勾惡那邊一些6、7天前的留言㡳下的回應現在也都消失了，不想留言被亂刪我當初特地找幾個那種會員在那幫主英明什麼的㡳下來講我的想法，結果好多現在整串消失，應該是開串的會員不好意思面對當時的自己吧,0
 @民眾  来自barry74519的留言，幸好还没被删除,0
 @ma aj  那邊就一言堂...想繼續騙水很深的會員,0
中肯 鸚鵡粉可能都還在念書所以不懂法律才會那麼容易被帶風向,1
其實有腦的看新聞來源就可得知其可信度，只有水軍傻傻的以為撿到槍狂打這點笑噴,0
正是刑訴法第154條第1項規定：「被告未經審判證明有罪確定前，推定其為無罪。」只要判決未確定、三審未定讞，被告在法律上就是無罪。,0
 @Chain StopperS  谢了科普了,0
哇太厲害了，勾惡抹黑這麼久真滴煩終於結束了，烏鴉加油。,0
勾惡很好笑的是丟了一堆證明與事實😅😅確補一句對方接下來的解釋就是謊言中的謊言⋯⋯😅😅😅是在哈囉😂😂這讓我這吃瓜的人都覺得哦～勾惡是神呢😂😂😂直接判烏鴉死刑ㄟ不給人解釋的機會呢阿反正烏鴉的解釋就是無底黑洞呵呵。勾惡常用的方法笑死😂😂😂去騙屁孩去吧,0
看烏鴉的片可以學到很多社會的眉角 優質yt,0
你又換封面,0
跟勾惡一樣,0
勾惡 你 結束了👉,0
又改 又改 又改封面xdxd 抓到了齁！,0
改封面然後呢? 你在秀下限?,0
看不懂是在反串嗎？？？？,0
一開始本來就是因為烏鴉才會認識到溝惡，也訂閱了溝惡...現在也因為烏鴉看清楚溝惡有多噁心。,1
我也是欸因為bump加烏鴉！我還把勾的全部影片看完🤦🏻‍♂️🤦🏻‍♂️,0
 @皓恩  我也是😢居然還認真思考過要不要加會員,0
 @拉拉  我加入會員加了一年多😂😂有點尷尬,0
曾經在勾2加入3個月的最低會員，真心認為他的會員專屬影片沒那個CP值。 故來此抖內平衡一下。,0
好期待你的下一部,0
所以你要不要加勾惡3200會員？,0
好厲害，讚，鸚鵡形容的好貼切。,1
烏鴉千萬不要因為這種人而壞了身體，真的不值得，大家永遠支持你！！,0
我是覺得…他好像健康了不少😂,0
 @小羊  越戰越勇 比彭恰恰那個菜市場阿勇 還勇,0
支持你的。事實就是事實。拒看勾惡讓位虛偽不實的亂源。已封鎖,0
烏鴉你真的惡心，就是水軍首腦啊，還硬扯什麼？,0
你更噁心❤,0
 @神神神神  尼瑪最惡心,0
你媽跟我在床上 快叫爸爸,0
 @kit kit  檢舉你,0
兩個都停了啦！！！！ 好好一起監督政府吧！,0
從你開始,0
有一個戴面具的說認輸，要監督政府了，但後面的片全部都在影片中穿插揶揄烏鴉...我真的匪夷所思..,0
勾惡應該是要去坐牢的，利用自媒體惡意剪輯帶風向，如果今天烏鴉要是跳樓了，沒人可以揭開他的面具了,0
先解決溝惡這個社會亂源比較重要 監督政府是在野黨該做的事吧,0
此時此刻勾蛋的臉好腫。。,0
你真的帥到炸！,0
烏鴉哥 沒出來選議員還是立委 真的好可惜 不然一定都投給你,0
勾惡自己說要選都不出來，大家都想投他,0
還記得某太陽花學運主要人員想出來選，被起底到退選，鸚鵡可能也怕跟他一樣不敢出來選。,0
還好沒站錯邊 烏鴉就是強,0
邪不勝正 烏鴉加油呀,0
