文本,正向情感比率,負向情感比率,情感分數
原住民 koala 我 酒駕 我 有權 找 免費 律師,0.2222222222222222,0.0,2.5
拼 酒 文化 的 問題 更 大 吧,0.0,0.125,0.8500000000000001
沒 事 啦 撞死 的 又 不 是 法律 人,0.0,0.2,1.075
垃圾,0.0,1.0,0.30000000000000004
酒駕 黨 粉絲 無罪 定讞,0.2,0.0,1.1
酒駕 就 是 垃圾,0.0,0.25,0.30000000000000004
我們 公正 的 法官 一 定會 重 判 87 個 月,0.09090909090909091,0.0,1.4
去 你 的 酒駕 垃圾 怎麼 不 去 自 撞 死一死,0.0,0.09090909090909091,0.30000000000000004
哭 了 酒駕 去 死 幹你娘 雞 掰 垃圾 敗類,0.0,0.2,0.3500000000000001
看 了 很難 過 但是 廢死 的 假道 學 敗類 會 無視,0.0,0.0,0.0
看看 某 發 言人 ㄎㄎ,0.0,0.0,0.0
dpp 酒駕 超棒 的 阿 適合 當 我們 的 發 言人,0.09090909090909091,0.0,1.15
不受 酒 精 影 響 所以 是 故意 殺人,0.0,0.2222222222222222,0.8999999999999999
臺灣 是 酒駕 天堂 罰 二 年 是 怎樣,0.1111111111111111,0.1111111111111111,2.3
綠 共 價 值 千 杯 千 杯 再 千 杯,0.0,0.0,0.0
小孩 已經 夠 少 了 還 一 直 撞死,0.0,0.1111111111111111,0.17500000000000004
同意 樓上 辯解 酒駕 影 響 那 就 是 蓄意 殺人,0.09090909090909091,0.2727272727272727,2.8
幹你娘 垃圾,0.0,0.5,0.30000000000000004
07 已經 茫 了 吧,0.0,0.0,0.0
為什麼 到現 在 還 在 縱容 幹 幹,0.0,0.375,0.65
垃圾 酒駕 人渣,0.0,0.6666666666666666,0.30000000000000004
垃圾 酒駕 真的 該 一 槍 打死,0.0,0.2857142857142857,0.5
酒駕 10萬 成大 那 個 150萬 偉哉 鬼島,0.0,0.0,0.0
垃圾 垃圾,0.0,1.0,0.6000000000000001
台北 意外 嗎 一 堆 酒駕 垃圾,0.0,0.2857142857142857,0.9
開車 不受 酒 精 影 響 所以 撞死人 是 規劃,0.0,0.0,0.0
以 久 的 謀殺 還是 臨時 起 意想 殺人,0.0,0.2222222222222222,0.35
民進黨 古 辣斯 表 示 沒關 係,0.0,0.0,0.0
幹 酒駕 到 底 要 不要 修 法 啊,0.0,0.2222222222222222,0.75
垃圾 判死 刑 吧,0.0,0.25,0.30000000000000004
垃圾 一 個,0.0,0.3333333333333333,0.30000000000000004
成大 案 150萬 交 保 這 案 10萬 有 沒 搞 錯,0.0,0.08333333333333333,0.5
廢物 政府 解決 不了 酒駕 的 問題,0.14285714285714285,0.2857142857142857,2.625
喝酒 進步 黨 最 愛,0.4,0.0,3.1999999999999997
幹 你 媽的 十萬,0.0,0.5,0.30000000000000004
過失 傷害 怎不 是 殺人罪 起訴,0.0,0.6666666666666666,1.65
成大 案 150萬 交 保 這 案 10萬,0.0,0.0,0.0
酒駕 處罰 真的 很 低 明 明 就 是 會 造 成 嚴,0.0,0.07692307692307693,0.6
重 後 果 的 行 為 啊,0.0,0.0,0.0
要 不要 直 接 禁 酒 比較 快 啊 反 正 酒 對人,0.07692307692307693,0.07692307692307693,2.15
類 社 會 百 害 無 一 利,0.0,0.0,0.0
酒駕 就 是 垃圾 幹,0.0,0.4,0.30000000000000004
罪 太輕 這些 酒駕 永遠 不 怕,0.0,0.2857142857142857,1.05
23 歲 很 年輕,0.0,0.0,0.0
要 被 重 判 了,0.0,0.0,0.0
dpp 嘻嘻,0.5,0.0,1.5
我 爸 也 被 酒駕 撞 過 幸好 有 路人 幫忙 攔,0.08333333333333333,0.0,1.35
阻 肇事 者 酒駕 真的 要 鞭刑,0.0,0.0,0.0
在 台灣 酒駕 能 當 發 言人,0.0,0.0,0.0
拜託 一命 換 一命 垃圾,0.0,0.4,1.1500000000000001
太 可惡 了,0.0,0.3333333333333333,0.35
明 天 來 候 補當 行政院 發 言人,0.0,0.0,0.0
鄉民 最 可悲 的 就 是 只 在 出事 時會 批 罰 太輕,0.0,0.07692307692307693,0.4
沒出 事 時 你 以為 法律 就 不 在 嗎 一 直 都 在 啊,0.0,0.06666666666666667,0.8999999999999999
平常 沒 人 幹 立委 幹 行政院 出事 了 再 來罵,0.0,0.18181818181818182,0.0
罵完 之後 大 家 心情 舒爽 了 就 忘 了 等下 次 囉,0.07692307692307693,0.0,2.375
酒駕 垃圾 還可以 當政 府 發 言人 呢,0.125,0.125,1.55
八卦 酒 空 1,0.0,0.25,0.6
酒駕 垃圾 真的 可以 去 死一死 殺人 狂,0.0,0.25,0.5
酒駕 垃圾,0.0,0.5,0.30000000000000004
幹 酒駕 殺人 10萬 交 保 成大 被 霸凌 的,0.0,0.2,0.19999999999999996
體 外 循 環 師 150萬 元 交 保 偉哉 政府,0.0,0.0,0.0
9 74,0.0,0.0,0.0
幹 同 個 補習 班 的 學弟 真的 應 該 遊街 然,0.0,0.16666666666666666,0.8
後 在 西 門 町 直 播 凌 持,0.0,0.0,0.0
剁 懶 叫 也 不 影 響 開車 啊,0.0,0.1111111111111111,0.8999999999999999
酒駕 都 能 當 發 言人 你 還 奢望 政府 什麼,0.0,0.0,0.0
可能 是 下 一 屆 發 言人,0.0,0.0,0.0
酒駕 唯 一死 刑 謝謝,0.2,0.0,1.4
兩萬 交 保,0.0,0.0,0.0
dpp 可以 來 當 行政院 發 言人 喔 啾 咪,0.0,0.0,0.0
設計 什麼 的 設計 師 啦,0.0,0.0,0.0
幹 真難 過 還 有大 好 明 天 就 沒了,0.1,0.1,1.45
十萬 交 保 成大 體 循 師 表 示,0.0,0.0,0.0
幹 一命 抵 一命,0.0,0.25,0.0
酒駕 垃圾 罰 再 重 也 不為 過,0.0,0.125,0.30000000000000004
dpp 酒駕 黨 酒駕 好棒 賤民 死 幾 個 有 啥,0.09090909090909091,0.18181818181818182,1.9000000000000001
這 個 十萬 交 保 成大 被 霸凌 的要 150萬,0.0,0.0,0.0
酒駕 可以 直 接 槍斃 嗎 操,0.0,0.14285714285714285,0.25
重 判 3 年 緩刑 可 易 交 罰金,0.0,0.1111111111111111,0.65
重 判 幾 年 後 出來 繼 續 酒駕 案例 不,0.0,0.0,0.0
勝 枚 舉,0.0,0.0,0.0
看 了 很難 過,0.0,0.0,0.0
幹 他媽的 我 還 等 著 再 抱 他 大腿 酒駕 到,0.08333333333333333,0.16666666666666666,1.2999999999999998
底 何時 修 法,0.0,0.0,0.0
真的 很 可惡 早該 修 法 重罰 到 沒 人敢 酒駕 了,0.0,0.08333333333333333,0.35
酒駕 唯 一死 刑 啦 幹,0.0,0.16666666666666666,0.0
重 判 3 年 緩刑 7 年 得 易 課 罰 酒,0.0,0.0,0.0
酒駕 都 垃圾,0.0,0.3333333333333333,0.30000000000000004
一命 還 一命 啊,0.0,0.0,0.0
酒駕 撞死人 一律 死刑,0.0,0.25,0.35
怎不 修 法 垃圾 立委 一 堆,0.0,0.14285714285714285,0.30000000000000004
酒駕 都 爛 人 天 打 雷 劈,0.0,0.25,1.0
已 無感 只 希望 下 一 個 受害 的 是 立委,0.09090909090909091,0.09090909090909091,1.7
酒駕 就直 接 認定 蓄意 殺人 就好 台灣 法,0.0,0.2222222222222222,0.7999999999999999
律,0.0,0.0,0.0
酒駕 唯 一死 刑 違停 唯 一死 刑,0.0,0.0,0.0
看得 一 肚子 火 唉,0.0,0.0,0.0
世 代 力量 請 更 用力 督 策出 嚴厲 酒駕 法,0.0,0.09090909090909091,1.7
難過,0.0,1.0,0.5
qq,0.0,0.0,0.0
真的 看到 麻痺 了 什麼 時 候 才 有 有 能,0.0,0.09090909090909091,0.7749999999999999
之 人能 修 法,0.0,0.0,0.0
大 家 選 的 立委 修 出來 的 法 真 棒,0.09090909090909091,0.0,1.45
現 在 還 支持 酒駕 黨 的 我 都 當 他 是 垃圾 人渣,0.07142857142857142,0.14285714285714285,1.85
難過 1 唉,0.0,0.3333333333333333,0.5
十萬 交 保,0.0,0.0,0.0
酒駕 明 明 就 是 蓄意 殺人,0.0,0.2857142857142857,0.7999999999999999
十萬 就 可 交 保,0.0,0.0,0.0
酒駕 天堂 真是 棒,0.5,0.0,2.95
殺人 犯,0.0,0.5,0.19999999999999996
修 法 啦,0.0,0.0,0.0
人渣,0.0,1.0,0.0
酒駕 都 垃圾,0.0,0.3333333333333333,0.30000000000000004
酒駕 蓄意 殺人,0.0,0.6666666666666666,0.7999999999999999
乾 10萬 交 保,0.0,0.0,0.0
覺得 殺人 償命 才 是 正道,0.16666666666666666,0.16666666666666666,1.625
垃圾,0.0,1.0,0.30000000000000004
十萬 交 保 幹 林 姓 體 巡 師 150萬 是 怎,0.0,0.08333333333333333,0.0
10萬 交 保 10萬 交 保 10萬 交 保 10萬 交 保 10萬 交 保,0.0,0.0,0.0
酒駕 垃圾 政府 立 法 立 到 哪裡 去 了,0.0,0.1,0.30000000000000004
高雄 幸福 城 市,0.25,0.0,1.7
台灣 人素 質 堪憂,0.0,0.0,0.0
印度,0.0,0.0,0.0
不要 亂 停 就 不會 收到 罰單 這麼 簡單,0.0,0.3333333333333333,2.15
南 部 不意 外,0.0,0.0,0.0
沒 揪,0.0,0.0,0.0
台灣 就 是 不 守 規矩 的 反而 講話 大聲,0.1,0.1,1.95
歧視 南 部人,0.0,0.3333333333333333,0.44999999999999996
南 部人 垃圾 多,0.0,0.25,0.30000000000000004
南 部 真的 可撥,0.0,0.0,0.0
我 以為 是 中國 原來是 高雄 阿,0.0,0.0,0.0
未 開化 地區,0.3333333333333333,0.0,1.35
犯 眾怒 跟 公 然 糾 眾 圍毆 根本 兩 回事 鬼島,0.0,0.16666666666666666,0.7
違停 為 何不 順便 摸奶,0.0,0.2,0.9750000000000001
那 個 影 片 還 被 移 除 笑死,0.1111111111111111,0.0,1.1
都 住 透天 了 怎 沒有 車庫 還是 拿來 堆 東西 了,0.0,0.08333333333333333,1.85
民智 未 開 的 鄉下 暴民 做錯事 還 敢 打人,0.0,0.1,0.675
台灣 素 質 哈哈 哈,0.4,0.0,2.5999999999999996
看到 沒 高雄 人 的 智 商,0.0,0.0,0.0
檢舉 還 通知 你 喔 南蠻人 崩潰,0.0,0.14285714285714285,1.45
不要 違停 不 就好 了 大 家 都 喜歡 解決 提出 問,0.16666666666666666,0.08333333333333333,3.55
都 喜歡 檢舉 了 不 趁 機 找 個 好律 師 強 律師,0.15384615384615385,0.0,2.85
民智 未 開,0.0,0.0,0.0
題 的 人 ㄏㄏ,0.25,0.0,1.2
人民 素 質 如此 真的 只 能 羨慕 日本,0.1111111111111111,0.0,1.25
太 幸福 啦,0.3333333333333333,0.0,1.7
那 一 狗票 流氓 全 都 告 好 告滿 該 賠 多少 該 留,0.07142857142857142,0.07142857142857142,2.05
南 部 土人 民智 未 開 真的 不意 外,0.0,0.0,0.0
希望 他 不要 成為 下 一 個 希哲,0.25,0.125,3.35
素 質 堪憂,0.0,0.0,0.0
他 也 違停 那 你 也 檢舉 他 啊,0.0,0.0,0.0
南 部 台南 濃 濃 人情味,0.16666666666666666,0.0,1.35
多少 案底 千萬 別 手 軟 要 這些 流氓 跑 法院 都 跑,0.0,0.07692307692307693,0.6
乾 司法 屁事 違規 鄉愿 靠北 哦,0.0,0.14285714285714285,0.6
不完 了 xd,0.0,0.0,0.0
高雄 人 回家 好 嗎 別 把 惡習 帶來 北 部,0.09090909090909091,0.09090909090909091,2.1
排 放 廢 水 和 毒販 等 也 很 討厭 被 檢舉,0.0,0.08333333333333333,0.4
怎麼 沒 揪 1,0.0,0.0,0.0
同 為 台灣人 引 以為 恥,0.0,0.0,0.0
南 部 垃圾 人 真 多 違停 就 是 垃圾 人,0.0,0.18181818181818182,0.6000000000000001
笑死,1.0,0.0,1.1
南 部人 支那人 哈哈 哈哈 哈哈 哈,0.5714285714285714,0.0,5.3999999999999995
☎ 強國 不意 外 ☎ 歐 幹 是 高雄 喔 ☎,0.0,0.09090909090909091,0.0
酒駕 很 討厭 被 抓 呀,0.0,0.16666666666666666,0.4
在 台灣 守法 就 輸 了,0.16666666666666666,0.16666666666666666,1.7
高雄 支那 一 家親,0.0,0.0,0.0
蠻 夷戎狄 哈哈,0.3333333333333333,0.0,1.4
南 部 不意 外 智力 測 驗,0.14285714285714285,0.0,1.1
要 看 情 形 啦 之前 有 死白 目 故意 龜 速 開,0.0,0.15384615384615385,1.275
高雄 素 質 qq,0.0,0.0,0.0
希哲,0.0,0.0,0.0
或者 並 排 停車 然後 再 來 檢舉 跨 線 超他,0.0,0.0,0.0
水準 已經 跟 支那 統一 了,0.0,0.0,0.0
車 的 人 這 種 被 打 真的 剛 好,0.1,0.1,2.0
怎麼 沒 揪,0.0,0.0,0.0
南 部 沒 事兒,0.0,0.0,0.0
在 台灣 要不 違規 很難 因為 法令 很正 義,0.1111111111111111,0.1111111111111111,1.9500000000000002
南 部 幸福,0.3333333333333333,0.0,1.7
影 片 中 揍 人 的 全 都 操 台語 口音,0.0,0.09090909090909091,0.25
南 部人 真的 難 怪 一 堆 到 北 部 討生活,0.0,0.09090909090909091,0.6
突然 想 路 過 一下,0.2,0.2,1.95
哈哈 南 部 水準 可憐 喔,0.16666666666666666,0.16666666666666666,2.05
一 堆 把 佔 社 會 便宜 當作 理所當然 的 人,0.18181818181818182,0.0,2.5
不 守 規矩 的 最 大聲,0.16666666666666666,0.16666666666666666,1.95
南蠻人,0.0,0.0,0.0
南 部 水準 不意 外 喔 錯 了 是 台灣人 水準 不意 外,0.0,0.07692307692307693,0.5
高雄 市政府 不見 了 這 還 不告 不理 嗎,0.0,0.1111111111111111,0.8
化外 之 地 都 是 野蠻人 怕 jp g,0.0,0.2222222222222222,1.05
南 部 水 準真 的 不意 外,0.0,0.0,0.0
高雄 菁英 大 部 分 都 到 外地 工 作 剩下 的 有 水,0.0,0.0,0.0
準 的 真的 不 多,0.0,0.0,0.0
這 個 就 是 人民 素 質 啊 你 不 違停 會 被 檢舉,0.0,0.0,0.0
去 看看 南 部 的 社團 智 商 真的 低 的 很 恐怖,0.0,0.07692307692307693,0.5
南 部人 水準 請 留在 南 部,0.0,0.0,0.0
看 某 瑜 去 選 高雄 就 知道,0.125,0.0,1.1
這 個 為什麼 可以 扯到 不信 司法,0.0,0.14285714285714285,0.825
就 說 南 部 黑道 治國 了,0.0,0.14285714285714285,0.6
原來是 高雄 豬 喔 不意 外,0.0,0.0,0.0
一定 是 南 部 不意 外,0.0,0.0,0.0
好 可憐 做對 的 事 還要 被 打,0.125,0.25,2.6500000000000004
這 群人 幹 嘛 用 圍毆 的 不會 派 人 每 天 盯 著,0.0,0.21428571428571427,1.2
未 看 先 猜 中國 新 聞 靠 杯 原來是 南 部,0.0,0.0,0.0
他 一 有 違法 就 拍照 下來 檢舉,0.0,0.125,0.35
東廠 執政 20 年 的 地方 並 不意 外,0.0,0.0,0.0
南 部人 就 是 這樣 意外 嗎,0.0,0.14285714285714285,0.6
每 違法 一 次 就 檢舉 一 次,0.0,0.125,0.35
台灣 很多 人 開車 的 水 準真 的 不 是 很 高,0.08333333333333333,0.0,1.15
啥 小 正義 幹你娘 勒,0.2,0.0,1.35
垃圾 南 部人 有 南 部人 的 玩法,0.0,0.125,0.30000000000000004
南 部 的 低端 人口 真的 很多,0.14285714285714285,0.0,1.15
一 直 到 違停 被 罰錢 不 是 剛 好 打 三 小,0.07692307692307693,0.07692307692307693,2.0
應 該 把 檢舉 的 打到 殘廢 才 對,0.1111111111111111,0.1111111111111111,1.55
南 部 水準 敢 違規 就 要 準備 好 錢,0.1,0.1,3.05
中 部 跟 南 部 開車 素 質 世 界 無敵 差 比 共匪 差,0.06666666666666667,0.13333333333333333,2.975
繼 續 投 貪 二 代 才 是 真 南 部人,0.0,0.09090909090909091,0.55
宜 居 城 市 你 敢 嘴,0.0,0.0,0.0
南 部 素 質 真的 慘,0.0,0.16666666666666666,0.44999999999999996
自私 啊 就 是 一 堆 小 問題 都 放下 要 什麼 法,0.0,0.15384615384615385,1.4000000000000001
吉下去 直 接 領年 終 了,0.0,0.0,0.0
理 情 同理 心 笑死 違規 就 是 違規 你,0.1,0.2,2.3000000000000003
看 一 堆 貨車 違規 臨停 買 早餐 臨停 公車 計,0.0,0.09090909090909091,0.6
程車 硬切 超速 被 開單 違建 一 堆 嘴臉,0.0,0.2222222222222222,1.1
都 是 啊 不 止 我 這樣 擾 民 我 只 是 一下下,0.0,0.0,0.0
所 謂 的 人情味 就 是 違法 的 味道 啦懂,0.1,0.1,1.7000000000000002
不然 要 停 哪 我 也 是 為了 生 活在 那邊 吠 每,0.0,0.0,0.0
違規 魔人,0.0,0.5,0.6
個 都 為了 生活 好 委屈 好 有 苦 衷 講 個 要,0.15384615384615385,0.15384615384615385,4.05
不 是 xx 誰 想 xx 之類 的 理由 講 個 什麼 悲慘,0.07692307692307693,0.07692307692307693,1.35
那 句 講 三 小 不小 心 笑 出來,0.1111111111111111,0.0,1.45
民進黨 員 不意 外,0.0,0.0,0.0
不得已 理由 風 向 就 會 變 大 家 就 會 輕輕 放下,0.0,0.07692307692307693,0.65
久 了 就 忘 了 很多 陋 習 就 是 這樣 養出 來,0.07692307692307693,0.0,1.15
被 開罰 單 還 不知 道 丟臉 真的 民 治 未 開,0.0,0.16666666666666666,1.4
㊣ 支那 呆丸 血 濃 於水 行 為 這麼 像 還 想 獨立 ㊣,0.14285714285714285,0.0,2.2
的 嚴格 執法 才 是 正解 解決 無數 小 問題,0.1,0.2,2.85
下賤 的要 死 違規 魔人 敢 歡 我 直 接 暴,0.0,0.18181818181818182,0.65
就 只 會 剩下 少 數 的 大 問題 而已 了 教 育,0.0,0.07692307692307693,0.8500000000000001
違停 垃圾,0.0,0.5,0.30000000000000004
高雄 大寮 幸福 城 市,0.2,0.0,1.7
操 你 媽機 掰,0.0,0.25,0.25
也 超重 要 小孩 看 家人 從小 被 拍 超速 或 違規,0.0,0.25,1.7000000000000002
不過 要 滿足 自己 扭曲 的 正義 後 果 也 要 自負,0.16666666666666666,0.16666666666666666,4.5
如 果 大人 只 會 抱怨 這邊 拍照 很賤 警察,0.0,0.1,0.44999999999999996
這 種 每 次 都 要 好 好 說 之後 都 不會 改,0.15384615384615385,0.07692307692307693,3.65
卻 業績 之類 的 我 看 這 小孩 長大 也 一樣 沒,0.0,0.0,0.0
南 部 化外 之 地 政府 都 在 混 的 不意 外,0.0,0.0,0.0
高雄 大寮 南 部 中 的 南 部,0.0,0.0,0.0
我 只是 停車 一下 誰 知道 你 閃 車 被 撞,0.09090909090909091,0.0,1.1
水準 真的 就 是 素 質 水準 低落,0.0,0.125,0.7
不 違停 超難 的 一 個 規 定 弄到 一 堆人 沒,0.0,0.08333333333333333,0.475
死 怪 我 嘍,0.0,0.5,0.65
辦 法 遵守 還 不知 道 要檢 討 規 定 現 在 出,0.07692307692307693,0.07692307692307693,1.95
南 部人 真 他媽 下賤 畜生 之 地,0.0,0.125,0.17500000000000004
看到 噓文 氣 撲 撲 就 是 爽 繼 續 快樂 的 檢舉,0.15384615384615385,0.0,3.1
問題 了 法律 人 又 有錢 賺 了,0.125,0.25,3.1
高雄 大寮 民和 街,0.0,0.0,0.0
其 實 他們 是 要 送 前 給 他 花,0.0,0.0,0.0
南 部 賤民 不意 外,0.0,0.2,0.30000000000000004
一 個 不知 道 能 索賠 多少,0.0,0.14285714285714285,0.8999999999999999
南 部,0.0,0.0,0.0
我 剛剛 才 檢舉 同 一 台車 三 次 爽,0.1,0.0,1.55
素 質 是 靠 法律 教出 來 的,0.0,0.125,0.8999999999999999
違規 還 大聲 不爽 你 檢舉 他 啊,0.0,0.375,1.95
南 部 就 是 這麼多 下賤 拉基 整 天 丟臉,0.0,0.1,0.5
歸 南 部人 還 很 愛 日本 照 日本 玩法 南 部人,0.08333333333333333,0.0,1.7999999999999998
不知 道 要 崩潰 到 哪裡 去 勒,0.0,0.25,1.3499999999999999
南 部人,0.0,0.0,0.0
沒 合法 停車 位 就 他媽 不要 買 車 要出 門 沒,0.08333333333333333,0.08333333333333333,1.95
低端 南 部人,0.0,0.0,0.0
停 到 合法 車 位 就 他媽 不要 違停 去 的 地方,0.08333333333333333,0.08333333333333333,1.95
不 好 停車 就 他媽 提早 出門 或 不要 開車 搭 大,0.08333333333333333,0.08333333333333333,2.2
眾 運 輸 至於 都 有 其它 理由 的 話 說實 話 關 大,0.0,0.07142857142857142,0.5
家 屁事 沒 人 應 該 要 為 了 你 違規 而 有 危險,0.0,0.14285714285714285,0.95
違法 刁 民,0.0,0.3333333333333333,0.35
垃圾 標 題,0.0,0.3333333333333333,0.30000000000000004
南 部 不意 外,0.0,0.0,0.0
用力 打 用力 打,0.0,0.5,3.0999999999999996
還 不 好 不 是 在 北 部 不然 就 被 分屍 惹,0.07692307692307693,0.0,1.45
這 串 是 釣魚 文 嗎 一 堆 自殺 帳 號,0.0,0.09090909090909091,0.25
這 大概 會 領 賠償 費 領 飽飽 的 然後 換 房子,0.0,0.0,0.0
台灣人 邏輯,0.5,0.0,1.05
垃圾,0.0,1.0,0.30000000000000004
☎ 化外 之 地 難 怪 有人 吃 欠債 菊 這 套 ☎,0.0,0.15384615384615385,1.2
台灣人 就 是 中國 人 不意 外,0.0,0.0,0.0
☎ 支那 東廠 一 家親 ☎,0.0,0.0,0.0
素 質低 落 幹 違法 還 靠北 喔 幹你娘,0.0,0.2222222222222222,0.35
告 好 告滿 爽,0.5,0.0,3.0
違停 打 檢舉 人 叫做 私刑 正義 這 智 商,0.1,0.1,1.9000000000000001
檢舉 人 也 違停 你 也 可以 檢舉 他 啊,0.0,0.0,0.0
動手 的 在 檢舉 一 次,0.0,0.16666666666666666,0.75
沒車 庫 沒車 位 跟 人 家 學 買 車 幹 嘛,0.0,0.08333333333333333,0.0
在 南 部 講法 律 是 真的 搞笑,0.125,0.0,1.375
南 部,0.0,0.0,0.0
告 人 賺錢 了 這 和解 金 肯定 不少,0.2222222222222222,0.0,2.5999999999999996
南 部,0.0,0.0,0.0
檢舉 才 是 對 的 打人 的 真是 垃圾,0.1111111111111111,0.1111111111111111,1.6500000000000001
違規 都 最 大聲 大聲 就 可 搞定,0.0,0.375,2.4
南 部 水準 跟 26 真的 一 家親,0.0,0.0,0.0
丹佐華 盛 頓,0.0,0.0,0.0
違法 刁 民,0.0,0.3333333333333333,0.35
垃圾 南 部,0.0,0.3333333333333333,0.30000000000000004
只 聽 的 清楚 公 三 小跟 不要 打 了,0.1,0.2,2.45
高 屏 溪 殺人 無罪,0.2,0.2,1.3
啊 不要 打 了 不要 了 啦 嗚嗚,0.0,0.375,2.05
檢舉 是 我 玩,0.25,0.0,1.15
過 最 療 愈 der 手 遊 嘻嘻,0.125,0.0,1.5
舒服,1.0,0.0,1.4
南 部 水準,0.0,0.0,0.0
素 質 堪憂 做錯事 還 理 直 氣 壯 打人 還 自,0.0,0.08333333333333333,0.675
以為 正義 真不 要臉,0.25,0.0,1.35
這 不 就 是 強國 人,0.0,0.0,0.0
你 守 規矩 不 就好 了 白癡,0.14285714285714285,0.14285714285714285,1.35
檢舉 魔人 大陸 黃 安 抓 白仔 的 行 為 噁,0.0,0.09090909090909091,0.35
違規 打人 叫做 正義 xdddddddddd,0.2,0.2,1.9500000000000002
可憐,0.0,1.0,0.65
我 停 你 家門 口 你 再 來 通知 我 好 嗎,0.08333333333333333,0.0,2.45
贊,0.0,0.0,0.0
他 違規 你 就 檢舉 回 去 阿憑 什麼 打人,0.0,0.1,0.6
台南 不意 外,0.0,0.0,0.0
還 敢 笑 政 治 人物 一 群 刁 民,0.1,0.0,1.45
跟 支那 文革 鬥爭 有 87 像,0.0,0.14285714285714285,0.5
不亂 停 誰 會 檢舉,0.0,0.0,0.0
違規 有理 違停 無罪 高雄 有 自己 的 玩法,0.2222222222222222,0.1111111111111111,3.0
南 部 素 質,0.0,0.0,0.0
記 者 有事 嗎 文組,0.0,0.0,0.0
真正 的 問題 是 條 子 放任 違停 吧,0.1111111111111111,0.2222222222222222,2.45
1rcoa9qp gossiping 素 質 跟 這 篇 某樓,0.0,0.0,0.0
推文 一樣 自私 心態 一覽無遺 只管 自己,0.14285714285714285,0.14285714285714285,1.8
理由 一 堆,0.0,0.0,0.0
不意 外 政府 整 天 都 在 偷 雞 摸 狗 民 眾 當然,0.07142857142857142,0.07142857142857142,1.4
直 接 告死 這些 王八蛋 吧,0.0,0.16666666666666666,0.09999999999999998
也 很 容易 養成 一 堆 壞 習慣,0.125,0.0,2.15
台灣 最美 的 風景 不 打死 都 無罪 ☺,0.1111111111111111,0.1111111111111111,1.3
台灣 駕駛 人 欠 檢舉 違停 不檢 討 還 怪別 人,0.0,0.0,0.0
違法 的 都 特別 大聲 亂 停車 被 開單 還 去 打人,0.08333333333333333,0.25,3.0999999999999996
fb 爆 x 系 列 地區 社團 真的 一 堆 這 種 垃圾 通 常,0.0,0.06666666666666667,0.30000000000000004
鄰居 是 在 教 他 怎麼 做人 吧台 灣 社 會 就 是,0.0,0.0,0.0
警察 不 嚴格 執 行 的確 是 問題 但 警察 也 很 可,0.07692307692307693,0.15384615384615385,2.6
不 就 89,0.0,0.0,0.0
是 社 會 大學 89 水準 兩 岸 一 家親,0.0,0.0,0.0
一 群 土著,0.0,0.0,0.0
憐 抓 一下 就 一 堆 違規 雜碎 吠 說 只 敢 抓 可,0.0,0.07142857142857142,0.6
憐 民 眾 搶 業績 抓 個 違規 擺攤 阿婆 被 罵,0.0,0.08333333333333333,0.6
難 怪 黑道 也 能 出 來選 市 長 南 部 智 商 哈哈,0.07142857142857142,0.14285714285714285,2.5999999999999996
南 部 水準 怪 不得 出不 了 柯 p 這樣 人,0.0,0.18181818181818182,1.35
說 不給 人 活路,0.0,0.0,0.0
台灣 人素 質,0.0,0.0,0.0
提告 囉,0.0,0.0,0.0
這樣 做人 巴 結 點 才 不會 被 鄰居 重 新 教 育,0.0,0.07692307692307693,0.75
柯 講 兩 岸 一 家親 dppers 還 有 臉 7 pu pu,0.0,0.0,0.0
果 然 南 部 垃圾 就 是 多,0.0,0.125,0.30000000000000004
動手 談 和解 至少 2萬 起跳 吧,0.0,0.14285714285714285,0.75
被 檢舉 不爽 人 之 常情 但是 說 這 是 私刑,0.0,0.09090909090909091,0.44999999999999996
正義 是 說 違規 的 人 是 正義 的,0.2222222222222222,0.1111111111111111,3.3000000000000003
南 部 素養 難 怪 投 dpp,0.0,0.14285714285714285,0.6
好 好 說 就 不 違停 了 嗎 哈哈 哈,0.4,0.0,5.5
ryan 0714123 自己 好自為之 檢舉 爽 啦,0.14285714285714285,0.14285714285714285,2.25
南 部 水準,0.0,0.0,0.0
那 黃 安 你們 在 罵 什麼 人 家 也 只是 檢舉 台獨,0.07692307692307693,0.0,1.15
會 違規 的 大多 都 是 自私 的 講 就 會 移 噗,0.0,0.15384615384615385,1.15
違規 停車 真的 很 討厭,0.0,0.4,1.0
南 部 的 正義 典範,0.4,0.0,2.9000000000000004
瀆職 官 加 刁 民 產 生 的 噁心 事,0.0,0.1,0.30000000000000004
天 天 被 檢舉 還是 要 天 天 圍 停,0.0,0.0,0.0
以為 停 久 了 就 合法 嗎 警察 怠惰 也 是,0.09090909090909091,0.09090909090909091,1.75
幫 凶,0.0,0.5,0.44999999999999996
素 質有 夠 差 不要 違停 都 做 不 到,0.0,0.2,1.35
垃圾 居民 垃圾 警察 水準 不意 外,0.0,0.2857142857142857,0.6000000000000001
厲害 了 我 的 國,0.2,0.0,1.575
違規 的 還 敢 那麼 大聲,0.0,0.3333333333333333,1.5
中國 人 水準 不意 外,0.0,0.0,0.0
南 部人 都 頭腦 簡單,0.0,0.0,0.0
整 條 巷子 都 清楚 是 檢舉 才 有 違停,0.1,0.0,1.15
幹 自己 不 遵守 法則 還 要 別人 花 時間 找 你,0.08333333333333333,0.08333333333333333,1.05
